logFC,logCPM,F,PValue,FDR,feature,n_cells_found,mean_counts,name
0.617221653657504,10.8605062752554,2.18459565993253,0.141669997248587,0.254396661725958,mmu-mir-5134,31,0.807017543859649,mmu-mir-5134
-0.589143239283022,11.2563996216621,2.16138839567469,0.144496360380895,0.256711618974569,mmu-mir-146a,34,1.78947368421053,mmu-mir-146a
0.604625715498381,10.9488056230341,2.09313407914204,0.15036686271387,0.264329116560171,mmu-mir-3065,29,1.05263157894737,mmu-mir-3065
0.571998043814908,11.3962753453563,2.01646617168667,0.158776764303453,0.276205412902882,mmu-mir-3089,35,2.24561403508772,mmu-mir-3089
0.439958133372408,16.7882844571508,1.96120955039012,0.166405328013093,0.286491647197799,mmu-mir-124-2,57,168.052631578947,mmu-mir-124-2
0.323402208248973,13.7484997207914,1.91739152944426,0.171138632520938,0.290338253381103,mmu-mir-127,57,19.7894736842105,mmu-mir-127
0.566319010153422,11.0174404323043,1.88549713578089,0.172116689130115,0.290338253381103,mmu-mir-542,34,1.10526315789474,mmu-mir-542
0.578433583014039,10.7721196971509,1.8224499956594,0.179320399331745,0.299046715018311,mmu-mir-343,27,0.649122807017544,mmu-mir-343
0.61244169083896,10.8132540924073,1.80857811121323,0.180860588124847,0.299046715018311,mmu-mir-3087,27,0.701754385964912,mmu-mir-3087
0.610512306270058,10.8289727385234,1.69224343378663,0.195613367685535,0.320268945132199,mmu-mir-326,25,0.771929824561403,mmu-mir-326
-0.409344053654632,10.9576118230748,1.46162552120891,0.228890796670138,0.371114204309836,mmu-mir-23a,38,1.03508771929825,mmu-mir-23a
0.516142121147272,10.8769178644419,1.4387311849012,0.232508454849028,0.373354922690267,mmu-mir-1942,28,0.859649122807018,mmu-mir-1942
0.350585139455082,11.6931125927285,1.31511794875617,0.254734989028176,0.405149934930527,mmu-mir-211,48,3.05263157894737,mmu-mir-211
0.396772083431073,11.4429782970631,1.1810977948053,0.279906114363451,0.440984161308456,mmu-mir-29c,38,2.3859649122807,mmu-mir-29c
-0.18470773820138,13.4418214405156,1.14249267552247,0.289280842983821,0.451494399797178,mmu-mir-99b,57,14.0175438596491,mmu-mir-99b
0.494243427795557,11.8256289389995,1.11258099940503,0.294801391958324,0.453392792295476,mmu-mir-690,38,3.24561403508772,mmu-mir-690
0.448911203926442,10.8590875324533,1.10074799748874,0.295927032097047,0.453392792295476,mmu-mir-290a,28,0.842105263157895,mmu-mir-290a
-0.376646402723883,11.2854736841017,1.01733865808209,0.315551621612362,0.479064734629676,mmu-mir-125b-1,39,1.87719298245614,mmu-mir-125b-1
0.37418189153821,11.374117812828,0.944325104265427,0.333616459017101,0.501927465368071,mmu-mir-6992,40,2.07017543859649,mmu-mir-6992
-0.279689979824211,11.9538908705863,0.865757561683847,0.355121924164902,0.525439347262358,mmu-mir-434,49,4.35087719298246,mmu-mir-434
0.489144940436277,10.7842429620018,0.859248719500949,0.355536803836206,0.525439347262358,mmu-mir-551b,23,0.596491228070175,mmu-mir-551b
0.454643662753222,12.2867815694391,0.824883799827718,0.36679711828493,0.537325603101608,mmu-mir-6956,40,5.03508771929825,mmu-mir-6956
-0.463336564349481,11.0106580041991,0.746283770779314,0.389263827693572,0.565278775868057,mmu-mir-33,22,1.01754385964912,mmu-mir-33
0.284590190867018,11.756132149269,0.606533267666834,0.4383528519051,0.631076950587514,mmu-mir-7083,42,3.45614035087719,mmu-mir-7083
-0.355546373420105,10.932284211454,0.569089566287955,0.451975753988687,0.645127785607785,mmu-mir-708,28,0.912280701754386,mmu-mir-708
-0.25329916373913,11.3668949607058,0.485206566551356,0.487757830402743,0.69030133624795,mmu-mir-125b-2,41,2.08771929824561,mmu-mir-125b-2
-0.125967477171549,13.0469408994591,0.458024029639727,0.501028700535476,0.7031243108355,mmu-let-7f-2,56,10.7894736842105,mmu-let-7f-2
